C	Threshold																			
3	75																			
																				
																				
09-Oct	129.300813	45.14634146	44.12195122	102.5121951	162.1382114	76.84552846	46.53658537	76.75609756	23.10569106	34.43089431	29.02439024	17.38211382	12.02439024	33.91056911	107.9593496	83.95121951	75.50406504	14	46.03252033	105.7154472
10-Oct	138.0162602	41.82113821	52.38211382	110.8699187	179.1707317	82.39837398	57.12195122	82.23577236	30.8699187	37.78861789	29.07317073	18.7804878	14.53658537	37.90243902	106.1707317	98.22764228	84.15447154	12.66666667	40.97560976	115.0162602
11-Oct	149.7317073	38.49593496	55.64227642	118.2276423	189.203252	85.95121951	59.70731707	94.71544715	32.63414634	36.14634146	29.12195122	34.17886179	16.04878049	38.89430894	104.3821138	115.504065	90.80487805	12.33333333	35.91869919	122.3170732
12-Oct	161.4471545	38.17073171	58.90243902	128.5853659	197.2357724	86.50406504	56.29268293	95.19512195	38.39837398	42.50406504	38.17073171	44.57723577	18.56097561	50.88617886	108.5934959	124.7804878	93.45528455	10	31.86178862	126.6178862
13-Oct	169.1626016	36.84552846	62.16260163	144.9430894	203.2682927	87.05691057	57.87804878	95.67479675	53.16260163	45.86178862	56.2195122	52.97560976	21.07317073	55.87804878	112.804878	133.0569106	100.1056911	6.666666667	27.80487805	125.9186992
14-Oct	170.8780488	47.5203252	68.42276423	150.300813	209.300813	90.6097561	70.46341463	96.15447154	68.92682927	48.2195122	67.26829268	57.37398374	20.58536585	67.8699187	124.0162602	138.3333333	104.7560976	8.333333333	33.74796748	128.2195122
15-Oct	170.5934959	63.19512195	70.68292683	157.6585366	213.3333333	94.16260163	94.04878049	105.6341463	85.69105691	49.57723577	77.31707317	61.77235772	19.09756098	84.86178862	130.2276423	140.6097561	109.4065041	19	45.69105691	127.5203252
16-Oct	171.3089431	84.8699187	73.94308943	161.0162602	214.3658537	110.7154472	108.6341463	112.1138211	93.45528455	53.93495935	98.36585366	68.17073171	15.6097561	101.8536585	138.4390244	138.8861789	117.0569106	23.66666667	56.63414634	130.8211382
17-Oct	170.0243902	97.54471545	78.20325203	161.3739837	215.398374	129.2682927	125.2195122	122.5934959	97.2195122	59.29268293	107.4146341	68.56910569	26.12195122	128.8455285	142.6504065	136.1626016	123.7073171	30.33333333	57.57723577	141.1219512
18-Oct	184.7398374	112.2195122	81.46341463	170.7317073	216.4308943	143.8211382	137.804878	131.0731707	102.9837398	58.6504065	110.4634146	73.96747967	38.63414634	151.8373984	148.8617886	138.4390244	131.3577236	36	62.5203252	155.4227642
19-Oct	202.4552846	121.8943089	80.72357724	185.0894309	224.4634146	151.3739837	147.3902439	134.5528455	113.7479675	56.00813008	114.5121951	80.36585366	53.14634146	168.8292683	151.0731707	153.7154472	140.0081301	51.66666667	70.46341463	171.7235772
