C	Threshold																			
3	75																			
																				
																				
mu values	83.71544715	81.67479675	84.2601626	83.35772358	84.03252033	81.55284553	83.58536585	81.4796748	81.76422764	83.35772358	83.04878049	85.39837398	82.51219512	80.99186992	87.21138211	85.27642276	84.6504065	81.66666667	83.94308943	83.30081301
DAY	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
01-Jul	98	86	91	84	89	84	90	73	82	91	93	95	85	95	87	92	105	82	90	85
02-Jul	97	90	88	82	91	87	90	81	81	89	93	85	87	90	84	94	93	85	93	87
03-Jul	97	93	91	87	93	87	87	87	86	86	93	82	91	89	83	95	99	76	87	79
04-Jul	90	91	91	88	95	84	89	86	88	86	91	86	90	91	85	92	98	77	84	85
05-Jul	89	84	91	90	96	86	93	80	90	89	90	88	88	80	88	90	100	83	86	84
06-Jul	93	84	89	91	96	87	93	84	90	82	81	87	82	87	89	90	98	83	87	84
07-Jul	93	75	93	82	96	87	89	87	89	76	80	82	88	86	94	94	93	79	89	90
08-Jul	91	87	95	86	91	89	89	90	87	88	82	82	90	82	97	94	95	88	90	90
09-Jul	93	84	95	87	96	91	90	89	88	89	84	89	89	84	96	91	97	88	90	91
10-Jul	93	87	91	87	99	87	91	84	89	78	84	86	87	84	90	92	95	87	87	93
11-Jul	90	84	91	82	96	90	84	84	90	83	90	85	89	86	93	95	90	80	85	92
12-Jul	91	88	86	77	93	90	77	86	89	86	91	87	93	90	90	95	84	87	90	93
13-Jul	93	86	88	73	91	86	82	87	91	84	91	86	85	84	91	97	90	78	89	92
14-Jul	93	90	87	81	93	82	88	84	91	87	91	84	88	89	91	90	90	85	90	90
15-Jul	82	91	91	81	93	82	91	86	84	84	91	81	89	89	94	80	90	86	86	89
16-Jul	91	91	87	86	93	84	93	88	84	85	91	86	89	90	89	85	92	87	83	88
17-Jul	96	89	90	82	91	87	93	88	84	89	93	89	88	88	87	87	93	91	86	93
18-Jul	95	89	91	87	97	88	93	88	87	90	93	89	90	82	83	89	93	87	82	92
19-Jul	96	89	95	88	100	90	93	88	84	89	96	88	91	80	90	94	91	90	85	91
20-Jul	99	90	91	90	99	87	91	88	88	89	93	86	94	82	91	91	84	86	76	93
21-Jul	91	89	91	90	93	84	95	89	89	90	93	86	95	86	94	92	90	87	82	93
22-Jul	95	84	89	91	96	87	91	86	89	91	91	79	92	84	95	94	95	85	83	92
23-Jul	91	87	91	93	87	90	89	81	93	91	86	82	87	87	97	92	97	84	88	88
24-Jul	93	88	91	93	82	84	87	82	95	90	87	87	88	88	94	92	97	86	87	91
25-Jul	84	89	86	91	75	82	84	84	89	92	88	87	89	90	95	90	98	89	88	90
26-Jul	84	89	88	93	82	88	86	87	87	94	93	87	87	92	95	94	98	86	89	91
27-Jul	82	91	80	93	88	90	89	87	84	92	95	90	90	90	93	94	97	82	92	92
28-Jul	79	91	88	93	91	84	91	89	89	90	96	89	93	89	90	90	97	86	90	94
29-Jul	90	89	89	93	89	89	91	88	87	83	91	87	92	85	94	93	94	86	82	93
30-Jul	91	88	90	97	87	89	88	84	89	78	91	92	90	82	95	96	96	90	84	94
31-Jul	87	72	86	99	86	87	90	88	90	84	94	90	88	85	95	96	88	80	85	93
01-Aug	86	80	86	96	86	84	93	84	91	82	95	92	89	89	96	91	94	87	81	89
02-Aug	90	84	82	93	81	84	91	84	90	86	95	92	92	83	84	96	99	89	84	94
03-Aug	84	88	84	88	84	84	91	84	91	88	97	94	91	90	92	97	94	88	88	94
04-Aug	91	89	86	89	88	86	91	82	91	91	98	97	91	92	95	85	87	90	90	97
05-Aug	93	88	90	91	91	88	93	84	90	88	96	96	92	92	93	96	90	88	89	95
06-Aug	88	84	89	93	91	84	97	82	84	86	89	98	94	89	93	93	86	88	92	88
07-Aug	91	84	89	93	91	86	87	84	81	80	97	98	90	91	91	93	84	86	95	88
08-Aug	84	80	86	93	91	88	87	84	82	82	96	100	86	92	93	94	92	83	90	92
09-Aug	90	73	82	91	96	87	86	86	84	85	95	103	85	93	94	91	88	89	89	93
10-Aug	89	80	87	90	95	88	88	87	75	83	96	103	85	93	94	95	87	90	86	94
11-Aug	88	86	88	96	89	86	89	84	82	87	88	100	88	95	95	94	85	90	83	91
12-Aug	86	88	84	98	89	86	91	81	80	88	84	90	81	86	95	95	88	90	88	90
13-Aug	84	88	86	97	89	81	91	87	77	86	81	100	81	90	96	95	91	89	84	89
14-Aug	86	87	80	98	89	87	89	89	82	90	87	99	84	90	89	94	88	83	85	90
15-Aug	89	88	82	93	94	84	88	90	82	92	86	102	87	90	90	88	85	73	87	90
16-Aug	90	91	86	93	97	90	90	86	84	89	89	101	86	88	90	90	91	67	88	90
17-Aug	91	91	84	96	99	91	91	89	86	90	86	101	85	87	91	92	87	66	89	89
18-Aug	91	89	87	98	101	91	93	90	86	90	88	97	86	88	93	94	87	77	89	88
19-Aug	90	89	90	98	101	87	91	90	89	89	88	95	90	90	92	96	84	82	86	89
20-Aug	89	88	79	89	97	86	93	87	88	92	93	96	90	88	93	93	84	84	89	88
21-Aug	90	82	84	91	87	88	93	88	82	94	91	99	85	88	93	94	88	84	92	89
22-Aug	91	79	87	91	86	90	91	88	84	93	88	104	82	85	94	98	84	88	93	92
23-Aug	91	81	87	90	88	88	95	90	84	87	87	98	78	81	93	92	88	90	93	87
24-Aug	91	82	88	80	92	93	93	89	87	85	83	95	83	86	90	93	86	84	88	89
25-Aug	84	84	90	82	92	90	91	88	82	84	85	94	78	87	89	95	85	82	84	84
26-Aug	88	87	91	89	90	91	88	89	86	84	88	92	83	90	90	99	90	82	86	86
27-Aug	84	90	89	88	90	91	84	90	88	86	88	88	80	83	89	95	90	86	88	85
28-Aug	86	90	90	90	92	81	82	91	90	86	90	88	86	75	87	95	80	90	91	83
29-Aug	88	91	93	91	92	86	82	89	87	85	90	89	89	86	84	93	86	92	92	81
30-Aug	84	91	93	91	88	81	78	88	88	85	88	89	89	79	85	90	80	87	88	74
31-Aug	82	88	91	84	87	82	77	89	87	85	80	86	88	79	89	92	89	90	89	84
01-Sep	80	88	87	88	79	80	84	88	82	85	85	84	81	71	90	95	91	90	90	87
02-Sep	73	91	84	91	81	75	84	86	80	88	86	83	85	78	91	96	89	84	90	90
03-Sep	87	93	77	84	82	73	89	87	81	87	85	88	83	79	92	95	85	90	92	89
04-Sep	84	81	90	93	87	81	95	87	82	85	88	91	85	83	84	80	77	89	82	92
05-Sep	87	81	91	96	81	90	93	84	84	81	83	89	88	83	85	78	85	89	89	87
06-Sep	89	82	89	96	66	88	91	73	81	81	85	85	87	85	90	75	85	88	91	85
07-Sep	89	86	90	91	66	87	88	75	86	83	80	86	89	84	91	69	92	88	90	85
08-Sep	89	88	89	91	75	86	87	81	73	85	83	88	90	87	93	73	88	91	84	84
09-Sep	91	84	79	77	80	86	91	82	84	86	83	89	88	84	92	81	83	90	84	87
10-Sep	84	80	78	87	82	89	95	79	84	84	85	89	87	80	94	84	84	89	86	85
11-Sep	86	82	81	87	84	87	95	80	84	84	84	89	83	75	96	86	83	89	90	86
12-Sep	88	86	84	87	86	84	90	81	81	86	82	86	87	81	89	87	81	90	92	78
13-Sep	78	87	89	86	87	84	75	84	79	88	70	85	86	80	86	89	81	87	86	75
14-Sep	79	87	87	87	86	86	78	82	79	88	80	81	88	82	91	92	83	82	78	77
15-Sep	86	88	87	89	80	77	91	82	73	91	82	82	79	79	91	86	87	84	80	80
16-Sep	82	88	88	81	75	77	88	81	75	88	83	76	80	82	89	72	86	89	86	79
17-Sep	82	90	87	81	73	81	86	81	80	86	85	78	69	73	95	79	83	79	86	83
18-Sep	78	88	82	82	73	81	81	81	79	88	85	79	82	80	93	77	79	78	85	83
19-Sep	79	91	80	79	84	82	80	84	78	90	79	82	81	74	92	77	81	84	84	87
20-Sep	79	95	82	68	87	84	86	87	73	90	73	81	79	81	96	82	79	86	83	89
21-Sep	78	89	82	79	77	86	84	82	75	90	75	78	75	79	95	86	85	73	87	77
22-Sep	81	70	88	72	73	87	77	75	80	86	82	86	84	84	92	80	87	82	82	76
23-Sep	84	80	84	75	81	88	82	81	84	87	86	83	82	83	91	83	81	82	77	81
24-Sep	84	82	81	78	84	69	73	80	82	88	84	89	78	85	88	82	78	71	78	74
25-Sep	87	66	82	81	82	66	69	82	81	85	75	87	82	87	93	88	82	67	77	67
26-Sep	84	70	84	82	68	72	75	82	79	77	78	84	80	85	76	86	86	78	74	71
27-Sep	79	64	87	78	71	75	75	82	72	86	79	85	77	80	81	84	88	79	78	71
28-Sep	75	68	80	80	75	78	79	73	78	85	81	85	86	83	76	79	86	77	74	75
29-Sep	72	77	75	77	73	71	73	66	78	85	70	81	86	72	79	84	84	76	71	77
30-Sep	64	86	75	71	75	71	79	71	80	82	75	79	86	74	76	78	72	77	84	85
01-Oct	66	75	86	73	77	75	82	72	82	83	83	80	74	76	79	65	75	82	86	71
02-Oct	72	73	78	75	79	80	84	68	82	85	81	82	74	75	78	68	72	82	85	66
03-Oct	84	75	77	84	82	81	84	66	80	83	82	77	80	76	68	75	74	82	78	66
04-Oct	70	78	82	71	81	80	82	77	81	85	84	80	83	74	67	80	82	85	65	70
05-Oct	66	81	82	73	82	79	87	78	80	81	86	81	83	62	70	83	82	84	71	73
06-Oct	64	82	73	71	73	70	86	75	75	72	76	82	82	71	73	81	83	84	78	76
07-Oct	60	82	82	73	66	68	80	73	75	72	72	83	82	79	81	79	68	74	82	81
08-Oct	78	82	69	73	55	79	71	73	73	73	72	83	72	80	82	78	63	72	86	82
09-Oct	70	80	72	72	55	66	66	73	71	70	79	81	75	85	85	72	70	76	86	81
10-Oct	72	82	73	72	64	73	70	73	71	77	80	81	77	74	86	68	73	80	86	71
11-Oct	69	82	78	73	71	75	78	66	77	82	80	67	78	77	86	65	75	79	86	73
12-Oct	69	79	78	70	73	78	84	78	73	74	71	72	77	66	80	73	79	81	85	76
13-Oct	73	80	78	64	75	78	79	78	64	77	62	74	77	73	80	74	75	82	85	81
14-Oct	79	68	75	75	75	75	68	78	63	78	69	78	80	66	73	77	77	77	75	78
15-Oct	81	63	79	73	77	75	57	69	62	79	70	78	81	61	78	80	77	68	69	81
16-Oct	80	57	78	77	80	62	66	72	71	76	59	76	83	61	76	84	74	74	70	77
17-Oct	82	66	77	80	80	60	64	68	75	75	71	82	69	51	80	85	75	72	80	70
18-Oct	66	64	78	71	80	64	68	70	73	81	77	77	67	55	78	80	74	73	76	66
19-Oct	63	69	82	66	73	71	71	75	68	83	76	76	65	61	82	67	73	63	73	64
20-Oct	68	70	75	60	73	75	73	78	71	83	69	75	66	68	77	59	71	70	73	71
21-Oct	79	70	73	64	75	79	71	84	73	80	69	78	72	71	80	63	76	72	77	76
22-Oct	81	62	63	73	79	80	64	78	73	67	70	72	68	74	78	68	79	69	70	79
23-Oct	69	63	63	57	75	81	59	78	70	70	53	81	62	72	76	70	78	63	72	81
24-Oct	73	62	72	59	75	79	68	73	73	56	56	59	54	69	81	73	79	66	74	76
25-Oct	73	75	75	64	78	73	60	73	78	54	55	61	67	65	76	76	80	56	77	71
26-Oct	75	71	79	69	75	64	68	68	79	61	62	68	70	65	85	77	80	61	84	67
27-Oct	75	57	79	75	78	51	69	64	81	63	66	67	59	60	76	79	70	69	84	56
28-Oct	81	55	79	73	80	55	75	57	78	62	63	70	50	71	74	74	56	64	77	78
29-Oct	82	64	78	72	75	63	75	70	75	64	72	62	59	75	68	59	56	75	73	70
30-Oct	82	66	82	75	77	72	68	77	78	69	73	67	65	66	71	61	56	78	68	70
31-Oct	81	60	79	75	78	71	60	75	82	70	68	71	67	69	75	65	65	74	63	62
																				
																				
																				
																				
DAY	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
01-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211382114	0	0	0	0	0
03-Jul	0	0	0	0	0	0	0	0	0	0	0	0.398373984	0	0	1.422764228	0	0	2.666666667	0	1.300813008
04-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634146341	0	0	4.333333333	0	0
05-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42109E-14	0	0
06-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07-Jul	0	3.674796748	0	0	0	0	0	0	0	4.357723577	0.048780488	0.398373984	0	0	0	0	0	0	0	0
08-Jul	0	0	0	0	0	0	0	0	0	0	0	0.796747967	0	0	0	0	0	0	0	0
09-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-Jul	0	0	0	0	0	0	0	0	0	2.357723577	0	0	0	0	0	0	0	0	0	0
11-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12-Jul	0	0	0	3.357723577	0	0	3.585365854	0	0	0	0	0	0	0	0	0	0	0	0	0
13-Jul	0	0	0	10.71544715	0	0	2.170731707	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0
14-Jul	0	0	0	10.07317073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15-Jul	0	0	0	9.430894309	0	0	0	0	0	0	0	1.398373984	0	0	0	2.276422764	0	0	0	0
16-Jul	0	0	0	3.788617886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17-Jul	0	0	0	2.146341463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.211382114	0	0	0	0	0
19-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.943089431	0
21-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.886178862	0
22-Jul	0	0	0	0	0	0	0	0	0	0	0	3.398373984	0	0	0	0	0	0	1.829268293	0
23-Jul	0	0	0	0	0	0	0	0	0	0	0	3.796747967	0	0	0	0	0	0	0	0
24-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25-Jul	0	0	0	0	6.032520325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26-Jul	0	0	0	0	5.06504065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27-Jul	0	0	1.260162602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28-Jul	1.715447154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30-Jul	0	0	0	0	0	0	0	0	0	2.357723577	0	0	0	0	0	0	0	0	0	0
31-Jul	0	6.674796748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-Aug	0	5.349593496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-Aug	0	0.024390244	0	0	0.032520325	0	0	0	0	0	0	0	0	0	0.211382114	0	0	0	0	0
03-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07-Aug	0	0	0	0	0	0	0	0	0	0.357723577	0	0	0	0	0	0	0	0	0	0
08-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09-Aug	0	5.674796748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10-Aug	0	4.349593496	0	0	0	0	0	0	3.764227642	0	0	0	0	0	0	0	0	0	0	0
11-Aug	0	0	0	0	0	0	0	0	0.528455285	0	0	0	0	0	0	0	0	0	0	0
12-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13-Aug	0	0	0	0	0	0	0	0	1.764227642	0	0	0	0	0	0	0	0	0	0	0
14-Aug	0	0	1.260162602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15-Aug	0	0	0.520325203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.666666667	0	0
16-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.33333333	0	0
17-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
18-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.66666667	0	0
19-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.33333333	0	0
20-Aug	0	0	2.260162602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
21-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.66666667	0	0
22-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333	0	0
23-Aug	0	0	0	0	0	0	0	0	0	0	0	0	1.512195122	0	0	0	0	0	0	0
24-Aug	0	0	0	0.357723577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25-Aug	0	0	0	0	0	0	0	0	0	0	0	0	1.512195122	0	0	0	0	0	0	0
26-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	2.991869919	0	0	1.650406504	0	0	0
29-Aug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211382114	0	0	0	0	0
30-Aug	0	0	0	0	0	0	2.585365854	0	0	0	0	0	0	0	0	0	1.650406504	0	0	6.300813008
31-Aug	0	0	0	0	0	0	6.170731707	0	0	0	0.048780488	0	0	0	0	0	0	0	0	2.601626016
01-Sep	0.715447154	0	0	0	2.032520325	0	2.756097561	0	0	0	0	0	0	6.991869919	0	0	0	0	0	0
02-Sep	8.430894309	0	0	0	2.06504065	3.552845528	0	0	0	0	0	0	0	6.983739837	0	0	0	0	0	0
03-Sep	2.146341463	0	4.260162602	0	1.097560976	9.105691057	0	0	0	0	0	0	0	5.975609756	0	0	0	0	0	0
04-Sep	0	0	0	0	0	6.658536585	0	0	0	0	0	0	0	0.967479675	0.211382114	2.276422764	4.650406504	0	0	0
05-Sep	0	0	0	0	0.032520325	0	0	0	0	0	0	0	0	0	0	6.552845528	1.300813008	0	0	0
06-Sep	0	0	0	0	15.06504065	0	0	5.479674797	0	0	0	0	0	0	0	13.82926829	0	0	0	0
07-Sep	0	0	0	0	30.09756098	0	0	8.959349593	0	0	0.048780488	0	0	0	0	27.10569106	0	0	0	0
08-Sep	0	0	0	0	36.1300813	0	0	6.43902439	5.764227642	0	0	0	0	0	0	36.38211382	0	0	0	0
09-Sep	0	0	2.260162602	3.357723577	37.16260163	0	0	2.918699187	0.528455285	0	0	0	0	0	0	37.65853659	0	0	0	0
10-Sep	0	0	5.520325203	0	36.19512195	0	0	2.398373984	0	0	0	0	0	0	0	35.93495935	0	0	0	0
11-Sep	0	0	5.780487805	0	33.22764228	0	0	0.87804878	0	0	0	0	0	2.991869919	0	32.21138211	0	0	0	0
12-Sep	0	0	3.040650407	0	28.2601626	0	0	0	0	0	0	0	0	0	0	27.48780488	0.650406504	0	0	2.300813008
13-Sep	2.715447154	0	0	0	22.29268293	0	5.585365854	0	0	0	10.04878049	0	0	0	0	20.76422764	1.300813008	0	0	7.601626016
14-Sep	4.430894309	0	0	0	17.32520325	0	8.170731707	0	0	0	10.09756098	1.398373984	0	0	0	11.04065041	0	0	2.943089431	10.90243902
15-Sep	0	0	0	0	18.35772358	1.552845528	0	0	5.764227642	0	8.146341463	1.796747967	0.512195122	0	0	7.317073171	0	0	3.886178862	11.20325203
16-Sep	0	0	0	0	24.3902439	3.105691057	0	0	9.528455285	0	5.195121951	8.195121951	0.024390244	0	0	17.59349593	0	0	0	12.50406504
17-Sep	0	0	0	0	32.42276423	0.658536585	0	0	8.292682927	0	0.243902439	12.59349593	10.53658537	4.991869919	0	20.8699187	0	0	0	9.804878049
18-Sep	2.715447154	0	0	0	40.45528455	0	0	0	8.056910569	0	0	15.99186992	8.048780488	2.983739837	0	26.14634146	2.650406504	0.666666667	0	7.105691057
19-Sep	4.430894309	0	1.260162602	1.357723577	37.48780488	0	0.585365854	0	8.821138211	0	1.048780488	16.3902439	6.56097561	6.975609756	0	31.42276423	3.300813008	0	0	0.406504065
20-Sep	6.146341463	0	0.520325203	13.71544715	31.5203252	0	0	0	14.58536585	0	8.097560976	17.78861789	7.073170732	3.967479675	0	31.69918699	5.951219512	0	0	0
21-Sep	8.861788618	0	0	15.07317073	35.55284553	0	0	0	18.3495935	0	13.14634146	22.18699187	11.58536585	2.959349593	0	27.97560976	2.601626016	5.666666667	0	3.300813008
22-Sep	8.577235772	8.674796748	0	23.43089431	43.58536585	0	3.585365854	3.479674797	17.11382114	0	11.19512195	18.58536585	7.097560976	0	0	30.25203252	0	2.333333333	0	7.601626016
23-Sep	5.292682927	7.349593496	0	28.78861789	43.61788618	0	2.170731707	0.959349593	11.87804878	0	5.243902439	17.98373984	4.609756098	0	0	29.52845528	0.650406504	0	3.943089431	6.902439024
24-Sep	2.008130081	4.024390244	0.260162602	31.14634146	40.6504065	9.552845528	9.756097561	0	8.642276423	0	1.292682927	11.38211382	6.12195122	0	0	29.80487805	4.300813008	7.666666667	6.886178862	13.20325203
25-Sep	0	16.69918699	0	30.50406504	39.68292683	22.10569106	21.34146341	0	6.406504065	0	6.341463415	6.780487805	3.634146341	0	0	24.08130081	3.951219512	19.33333333	10.82926829	26.50406504
26-Sep	0	25.37398374	0	28.86178862	52.71544715	28.65853659	26.92682927	0	6.170731707	3.357723577	8.390243902	5.178861789	3.146341463	0	8.211382114	20.35772358	0	20	17.77235772	35.80487805
27-Sep	1.715447154	40.04878049	0	31.2195122	62.74796748	32.21138211	32.51219512	0	12.93495935	0	9.43902439	2.577235772	5.658536585	0	11.42276423	18.63414634	0	19.66666667	20.71544715	45.10569106
28-Sep	7.430894309	50.72357724	1.260162602	31.57723577	68.7804878	32.76422764	34.09756098	5.479674797	13.69918699	0	8.487804878	0	0	0	19.63414634	21.91056911	0	21.33333333	27.65853659	50.40650407
29-Sep	16.14634146	52.39837398	7.520325203	34.93495935	76.81300813	40.31707317	41.68292683	17.95934959	14.46341463	0	18.53658537	1.398373984	0	5.991869919	24.84552846	20.18699187	0	24	37.60162602	53.70731707
30-Sep	32.86178862	45.07317073	13.7804878	44.29268293	82.84552846	47.8699187	43.26829268	25.43902439	13.22764228	0	23.58536585	4.796747967	0	9.983739837	33.05691057	24.46341463	9.650406504	25.66666667	34.54471545	49.00813008
01-Oct	47.57723577	48.74796748	9.040650407	51.6504065	86.87804878	51.42276423	41.85365854	31.91869919	9.991869919	0	20.63414634	7.195121951	5.512195122	11.97560976	38.26829268	41.7398374	16.30081301	22.33333333	29.48780488	58.30894309
02-Oct	56.29268293	54.42276423	12.30081301	57.00813008	88.91056911	49.97560976	38.43902439	42.39837398	6.756097561	0	19.68292683	7.593495935	11.02439024	14.96747967	44.4796748	56.01626016	25.95121951	19	25.43089431	72.6097561
03-Oct	53.00813008	58.09756098	16.56097561	53.36585366	87.94308943	47.52845528	35.02439024	54.87804878	5.520325203	0	17.73170732	12.99186992	10.53658537	16.95934959	60.69105691	63.29268293	33.60162602	15.66666667	28.37398374	86.91056911
04-Oct	63.72357724	58.77235772	15.82113821	62.72357724	87.97560976	46.08130081	33.6097561	56.35772358	3.284552846	0	13.7804878	15.3902439	7.048780488	20.95121951	77.90243902	65.56910569	33.25203252	9.333333333	44.31707317	97.21138211
05-Oct	78.43902439	56.44715447	15.08130081	70.08130081	87.00813008	45.63414634	27.19512195	56.83739837	2.048780488	0	7.829268293	16.78861789	3.56097561	36.94308943	92.11382114	64.84552846	32.90243902	4	54.2601626	104.5121951
06-Oct	95.15447154	53.12195122	23.34146341	79.43902439	95.04065041	54.18699187	21.7804878	60.31707317	5.81300813	8.357723577	11.87804878	17.18699187	1.073170732	43.93495935	103.3252033	66.12195122	31.55284553	0	57.20325203	108.8130081
07-Oct	115.8699187	49.79674797	22.60162602	86.79674797	110.0731707	64.7398374	22.36585366	65.79674797	9.577235772	16.71544715	19.92682927	16.58536585	0	42.92682927	106.5365854	69.39837398	45.20325203	4.666666667	56.14634146	108.1138211
08-Oct	118.5853659	46.47154472	34.86178862	94.15447154	136.1056911	64.29268293	31.95121951	71.27642276	15.34146341	24.07317073	27.97560976	15.98373984	7.512195122	40.91869919	108.7479675	73.67479675	63.85365854	11.33333333	51.08943089	106.4146341
